date,close,open,high,low,volume,change_pct,daily_return,log_return,direction,abs_return,rolling_vol_5d,rolling_vol_21d,rolling_vol_5d_ann,rolling_vol_21d_ann,price_range_pct,is_trading_day
2024-04-27,137.05,137.35,139.4,135.36,7240000.0,0.08%,0.0008032715057690876,0.000802949055878083,1.0,0.0008032715057690876,0.010785500834040212,0.016348900516884236,0.17121451783290076,0.2595307498620662,0.029413906079359245,0
2024-04-28,137.05,137.35,139.4,135.36,7240000.0,0.08%,0.0008032715057690876,0.000802949055878083,1.0,0.0008032715057690876,0.010785500834040212,0.016348900516884236,0.17121451783290076,0.2595307498620662,0.029413906079359245,0
2024-04-29,134.47,137.9,138.3,133.92,5410000.0,-1.88%,-0.01882524626048898,-0.019004696913016324,0.0,0.01882524626048898,0.014073272628463503,0.016463474148572316,0.2234062770463604,0.2613495498795792,0.03176214648295884,1
2024-04-30,133.5,134.11,137.85,133.01,13580000.0,-0.72%,-0.0072135048709749405,-0.007239647995474367,0.0,0.0072135048709749405,0.013274091733229817,0.016607804521007886,0.2107196736383066,0.26364072351216633,0.036089777048691395,1
2024-05-01,133.5,134.11,137.85,133.01,13580000.0,-0.72%,-0.0072135048709749405,-0.007239647995474367,0.0,0.0072135048709749405,0.013274091733229817,0.016607804521007886,0.2107196736383066,0.26364072351216633,0.036089777048691395,0
2024-05-02,132.59,133.62,135.25,131.63,7310000.0,-0.68%,-0.0068164794007490315,-0.006839817713676788,0.0,0.0068164794007490315,0.01265332404780111,0.016766530615625122,0.2008652921327694,0.2661604221497686,0.027091752731627033,1
2024-05-03,137.75,133.25,139.5,132.01,16079999.999999998,3.89%,0.038916962063503924,0.03817878790639636,1.0,0.038916962063503924,0.0218613952595598,0.018364437774813905,0.34703889101808943,0.2915264119180679,0.05621013133208262,1
2024-05-04,137.75,133.25,139.5,132.01,16079999.999999998,3.89%,0.038916962063503924,0.03817878790639636,1.0,0.038916962063503924,0.0218613952595598,0.018364437774813905,0.34703889101808943,0.2915264119180679,0.05621013133208262,0
2024-05-05,137.75,133.25,139.5,132.01,16079999.999999998,3.89%,0.038916962063503924,0.03817878790639636,1.0,0.038916962063503924,0.0218613952595598,0.018364437774813905,0.34703889101808943,0.2915264119180679,0.05621013133208262,0
2024-05-06,136.6,139.1,140.5,136.35,11670000.0,-0.83%,-0.008348457350272231,-0.008383500896334179,0.0,0.008348457350272231,0.022282917823595004,0.018166770048803935,0.3537303542767261,0.2883885340465917,0.029834651329978475,1
2024-05-07,134.69,136.4,136.8,134.3,6650000.0,-1.40%,-0.013982430453879924,-0.014081105525966182,0.0,0.013982430453879924,0.021359082473479195,0.01805505038324818,0.3390649227440658,0.2866150393368967,0.018328445747800584,1
2024-05-08,133.7,133.0,135.1,133.0,10020000.0,-0.74%,-0.0073502115970005555,-0.007377357502826031,0.0,0.0073502115970005555,0.021371363846521357,0.018139218154028434,0.3392598834970337,0.28795116127624415,0.015789473684210485,1
2024-05-09,133.47,133.21,134.75,132.79,2600000.0,-0.17%,-0.0017202692595361668,-0.0017217506218372752,0.0,0.0017202692595361668,0.021064297139543837,0.017161375357774313,0.3343853506416133,0.2724283881150177,0.01471361008933269,1
2024-05-10,133.75,134.1,135.99,133.5,3470000.0,0.21%,0.002097849704053356,0.00209565229005583,1.0,0.002097849704053356,0.006258371771593826,0.016717105978945573,0.09934857191894393,0.26537583036600576,0.01856823266219246,1
2024-05-11,133.75,134.1,135.99,133.5,3470000.0,0.21%,0.002097849704053356,0.00209565229005583,1.0,0.002097849704053356,0.006258371771593826,0.016717105978945573,0.09934857191894393,0.26537583036600576,0.01856823266219246,0
2024-05-12,133.75,134.1,135.99,133.5,3470000.0,0.21%,0.002097849704053356,0.00209565229005583,1.0,0.002097849704053356,0.006258371771593826,0.016717105978945573,0.09934857191894393,0.26537583036600576,0.01856823266219246,0
2024-05-13,134.8,133.99,137.33,132.7,8980000.0,0.79%,0.00785046728971972,0.007819812702090824,1.0,0.00785046728971972,0.00845603156900049,0.016088930547806825,0.13423533966051968,0.2554038545429223,0.03455481752369598,1
